สมาชิกที่อยู่ในระบบ Mentor,30,คน
สมาชิกที่มีวินัยการส่งรายงาน มากกว่า 90%,8,คน
สมาชิกที่มีวินัยการส่งรายงาน น้อยกว่า 90%,22,คน
สมาชิกที่มีวินัยการส่งรายงาน มากกว่า 90%,26.67,%
